Class%,Class_label,Encapsulation%,Encapsulation_label,Inheritance%,Inheritance_label,Polymorphism%,Polymorphism_label,Constructor%,Constructor_label,Interface%,Interface_label
79.54,Advanced,59.43,Intermediate,28.67,Advanced,89.03,Advanced,59.05,Intermediate,69.92,Beginner
40.7,Intermediate,46.96,Intermediate,8.74,Beginner,11.33,Beginner,29.84,Beginner,62.41,Advanced
32.95,Intermediate,81.87,Advanced,41.49,Intermediate,89.32,Advanced,63.7,Advanced,15.48,Beginner
16.33,Beginner,8.92,Beginner,92.07,Advanced,58.41,Intermediate,64.55,Advanced,35.26,Intermediate
64.73,Advanced,55.82,Intermediate,78.25,Advanced,62.93,Advanced,35.28,Advanced,15.12,Beginner
73.03,Advanced,57.3,Intermediate,27.44,Beginner,48.43,Intermediate,69.2,Advanced,22.84,Beginner
68.27,Advanced,3.61,Intermediate,62.05,Advanced,60.47,Advanced,36.68,Intermediate,20.41,Beginner
74.62,Advanced,84.68,Advanced,30.71,Intermediate,22.08,Beginner,19.88,Beginner,44.17,Advanced
45,Intermediate,87.38,Advanced,33.4,Intermediate,8.08,Beginner,10.39,Beginner,39.84,Intermediate
50.16,Intermediate,9.54,Beginner,91.84,Advanced,9.59,Beginner,62.79,Advanced,37.69,Advanced
32.22,Intermediate,70.47,Advanced,45.23,Intermediate,27.55,Beginner,34.89,Intermediate,41.24,Intermediate
95.48,Advanced,61.36,Advanced,34.74,Intermediate,48.51,Intermediate,41.04,Intermediate,62.63,Advanced
9.94,Beginner,59.41,Intermediate,49.53,Intermediate,73.29,Beginner,52.13,Intermediate,55.71,Intermediate
47.31,Intermediate,32.48,Intermediate,60.47,Advanced,58.9,Intermediate,24.04,Beginner,37.35,Intermediate
90.4,Advanced,40.21,Intermediate,69.92,Advanced,23.64,Beginner,22.8,Beginner,39.79,Intermediate
35.71,Beginner,29.57,Beginner,88.26,Beginner,42.86,Intermediate,18.99,Intermediate,16.42,Beginner
19.54,Beginner,87.23,Advanced,52.28,Intermediate,60.4,Intermediate,69.47,Advanced,2.11,Beginner
27.32,Beginner,58.81,Intermediate,22.98,Beginner,33.55,Intermediate,94.08,Beginner,4.9,Beginner
26.86,Beginner,92.66,Advanced,33.51,Intermediate,82.21,Advanced,36.26,Intermediate,51.13,Intermediate
54.26,Intermediate,76.61,Advanced,91.3,Advanced,27.23,Beginner,59.28,Intermediate,66.24,Advanced
87.7,Advanced,42,Intermediate,93.12,Advanced,68.17,Advanced,12.36,Beginner,72.48,Advanced
44.61,Intermediate,49.79,Intermediate,29.87,Beginner,59.92,Intermediate,33.88,Intermediate,96.44,Advanced
85.07,Advanced,62.83,Advanced,24.35,Advanced,31.6,Intermediate,43.91,Intermediate,76.12,Advanced
23.36,Beginner,7.67,Advanced,17.54,Advanced,36.96,Intermediate,18.42,Beginner,98.2,Advanced
82.77,Advanced,44.81,Intermediate,50.94,Intermediate,10.7,Beginner,47.57,Intermediate,29.88,Beginner
9.44,Advanced,50.26,Advanced,86.93,Advanced,63.17,Advanced,64.4,Advanced,15.43,Beginner
31.45,Intermediate,66.29,Advanced,57.6,Intermediate,83.2,Advanced,27.72,Beginner,22.31,Beginner
77.83,Advanced,46.9,Intermediate,48.11,Intermediate,85.89,Advanced,57.62,Intermediate,19.77,Beginner
14.24,Beginner,79.14,Advanced,84.8,Advanced,55.96,Intermediate,6.42,Beginner,71.37,Advanced
22.96,Beginner,34.41,Intermediate,63.8,Advanced,25.82,Beginner,88.45,Advanced,6.87,Beginner
28.65,Beginner,62.91,Advanced,32.61,Intermediate,16.4,Beginner,27.2,Beginner,19.68,Beginner
23.39,Beginner,65.79,Advanced,28.14,Beginner,94.32,Advanced,79.26,Advanced,33.76,Advanced
8.13,Beginner,16.84,Beginner,38.68,Intermediate,92.89,Advanced,57.82,Intermediate,88.32,Advanced
33.47,Intermediate,66.46,Advanced,14.74,Beginner,44.29,Intermediate,25.53,Beginner,22.99,Beginner
19.13,Beginner,56.7,Intermediate,3.33,Beginner,50.04,Intermediate,18.66,Beginner,22.11,Beginner
53.93,Intermediate,57.6,Intermediate,30.03,Intermediate,72.98,Advanced,72.47,Advanced,70.47,Advanced
77.86,Advanced,46.69,Intermediate,67.3,Advanced,55.12,Intermediate,31.22,Intermediate,75.2,Advanced
63.66,Advanced,53.19,Intermediate,11.58,Beginner,78.97,Advanced,27.05,Beginner,29.89,Beginner
39.53,Beginner,52.45,Intermediate,69.54,Advanced,63.21,Advanced,88.44,Advanced,22.94,Beginner
62.42,Advanced,63.84,Advanced,45.42,Intermediate,76.85,Advanced,62.13,Advanced,64.46,Advanced
43.22,Intermediate,73.21,Advanced,22.58,Beginner,10.09,Beginner,23.94,Beginner,61.3,Advanced
25.93,Beginner,20.73,Beginner,100,Advanced,64.82,Advanced,66.31,Advanced,37.33,Intermediate
66.91,Advanced,15.92,Beginner,35.99,Intermediate,55.71,Intermediate,30.6,Intermediate,70.18,Advanced
14.09,Beginner,83.53,Advanced,79.05,Advanced,10.94,Beginner,89.11,Advanced,51.66,Intermediate
40.56,Intermediate,75.92,Advanced,100,Advanced,30.08,Intermediate,56.17,Intermediate,15.32,Beginner
77.89,Advanced,12.91,Beginner,45.14,Intermediate,52.96,Intermediate,22.15,Beginner,15.5,Beginner
86.47,Advanced,36.51,Advanced,46.35,Intermediate,8.96,Beginner,20.23,Beginner,65.81,Advanced
28.08,Advanced,68.6,Advanced,100,Advanced,16.22,Beginner,68.85,Advanced,24.06,Beginner
69.52,Advanced,24.91,Beginner,74.7,Advanced,21.16,Beginner,2.56,Beginner,15.54,Beginner
62.15,Advanced,18.19,Beginner,25.26,Beginner,24.09,Beginner,22.19,Beginner,29.04,Beginner
26.76,Beginner,71.02,Advanced,100,Advanced,50.28,Intermediate,84.66,Advanced,62.57,Advanced
82.93,Advanced,95.33,Advanced,86.51,Advanced,88.43,Advanced,49.12,Intermediate,39.65,Intermediate
24.87,Beginner,74.11,Advanced,58.58,Intermediate,65.05,Advanced,13.15,Beginner,25.65,Beginner
62.97,Advanced,56.57,Intermediate,76.59,Advanced,21.76,Intermediate,84.45,Advanced,30.18,Intermediate
99.03,Advanced,73.81,Advanced,25.29,Beginner,5.27,Beginner,27.55,Beginner,50.65,Intermediate
47.47,Intermediate,100,Advanced,27.38,Beginner,55.1,Intermediate,60.07,Advanced,14.84,Beginner
58.82,Intermediate,35.53,Intermediate,78.1,Advanced,38.57,Intermediate,24.33,Beginner,25.74,Beginner
4.74,Beginner,35.44,Intermediate,14.52,Beginner,66.99,Advanced,91.17,Advanced,58.42,Intermediate
70.05,Advanced,72.59,Advanced,45.52,Intermediate,47.92,Intermediate,20.07,Beginner,54.25,Intermediate
57.95,Intermediate,94.54,Advanced,28.28,Beginner,42.65,Intermediate,23.71,Beginner,94.57,Advanced
42.2,Intermediate,46.5,Intermediate,94.52,Advanced,85.16,Advanced,65.31,Advanced,79.2,Advanced
60.28,Advanced,8.72,Beginner,62.62,Advanced,83.44,Advanced,23.19,Intermediate,67.69,Advanced
31.52,Intermediate,64.46,Advanced,92.04,Advanced,46.97,Intermediate,6.82,Beginner,72.61,Advanced
49.18,Intermediate,23.61,Beginner,49.57,Intermediate,85.26,Advanced,20.2,Beginner,5.81,Beginner
7.61,Beginner,49.82,Intermediate,57.55,Beginner,82.9,Advanced,12.62,Beginner,72.9,Advanced
43.78,Intermediate,38.25,Intermediate,17.47,Beginner,57.66,Intermediate,15.84,Beginner,68.72,Advanced
36.13,Intermediate,15.92,Beginner,45.69,Intermediate,59.14,Intermediate,26.97,Beginner,17.98,Beginner
67.05,Advanced,68.96,Advanced,37.27,Intermediate,29.19,Beginner,20.16,Beginner,14.25,Beginner
64.1,Advanced,39.75,Intermediate,41.35,Intermediate,100,Advanced,55.94,Intermediate,53.17,Intermediate
11.24,Beginner,68.68,Advanced,24.77,Beginner,59.67,Advanced,16.05,Beginner,34.35,Intermediate
30.47,Intermediate,26.75,Advanced,39.8,Intermediate,67.22,Advanced,70.23,Advanced,3.58,Beginner
66.17,Advanced,63.41,Advanced,73.82,Advanced,90.8,Advanced,26.4,Beginner,100,Advanced
46.04,Intermediate,20.66,Beginner,64.04,Advanced,61.24,Advanced,26.15,Beginner,65.03,Advanced
33.34,Intermediate,67.81,Advanced,93.68,Advanced,22.06,Beginner,81.46,Advanced,28.88,Beginner
97.18,Advanced,52.47,Intermediate,75.62,Advanced,25.93,Beginner,22.54,Beginner,90.89,Advanced
57.8,Intermediate,57.9,Intermediate,0.24,Beginner,58.64,Intermediate,44.93,Intermediate,32.59,Intermediate
23.59,Beginner,84.62,Advanced,14.07,Beginner,17.74,Beginner,38.18,Intermediate,79.34,Advanced
29.72,Beginner,55.77,Intermediate,76.81,Intermediate,30.66,Intermediate,70.64,Advanced,12.16,Beginner
53.63,Intermediate,79.3,Advanced,17.77,Beginner,56.59,Intermediate,85.69,Advanced,12.51,Beginner
71.46,Advanced,69.68,Advanced,44.14,Intermediate,92.88,Advanced,17.62,Beginner,58.41,Advanced
45.15,Intermediate,0,Beginner,89.15,Advanced,36.19,Intermediate,24.09,Beginner,62.68,Advanced
14.02,Beginner,92.63,Advanced,69.44,Advanced,87.43,Advanced,8.91,Beginner,35.24,Intermediate
52.23,Intermediate,85.53,Advanced,67.86,Advanced,70.3,Advanced,75.11,Advanced,76.92,Advanced
26.77,Beginner,86.26,Advanced,89.95,Advanced,92.74,Advanced,21.29,Beginner,37.46,Intermediate
72.71,Advanced,27.9,Advanced,48.98,Intermediate,74.16,Advanced,35.48,Intermediate,44.57,Intermediate
83.9,Advanced,53.96,Intermediate,6.24,Beginner,72.41,Advanced,55.66,Intermediate,40.43,Intermediate
68.85,Advanced,2.02,Beginner,59.51,Intermediate,78.12,Advanced,0,Beginner,6.28,Beginner
60.06,Advanced,25.44,Beginner,54.78,Intermediate,83.19,Intermediate,18.01,Beginner,32.18,Intermediate
39.91,Intermediate,67.19,Advanced,11.58,Beginner,24.6,Beginner,54.18,Intermediate,22.87,Beginner
38.1,Intermediate,38.66,Intermediate,4.54,Beginner,39.88,Advanced,69.63,Advanced,13.39,Advanced
62.5,Advanced,13.94,Beginner,78,Advanced,58.98,Intermediate,17.88,Beginner,11.89,Beginner
21.68,Beginner,58.87,Intermediate,81.57,Advanced,27.69,Beginner,15.61,Beginner,16.25,Beginner
61.08,Advanced,29.94,Beginner,19.65,Beginner,12.16,Beginner,18.72,Beginner,49.28,Intermediate
44.29,Intermediate,35.1,Intermediate,73.65,Advanced,14.73,Beginner,5.89,Beginner,78.98,Beginner
11.22,Beginner,50.21,Intermediate,56.19,Intermediate,17.3,Beginner,69.04,Advanced,61.7,Advanced
25.7,Beginner,54.41,Intermediate,66.65,Beginner,13.78,Beginner,85.05,Advanced,17.42,Beginner
48.85,Intermediate,47.43,Intermediate,50.89,Intermediate,74.12,Advanced,20.13,Beginner,54.54,Intermediate
10.64,Beginner,72.72,Advanced,56.94,Intermediate,21.46,Beginner,77.33,Advanced,63.29,Advanced
29.19,Beginner,0,Advanced,83.64,Advanced,27.64,Beginner,32.25,Intermediate,35.11,Intermediate
64.19,Advanced,24.06,Beginner,58.02,Intermediate,54.89,Intermediate,100,Beginner,11.08,Beginner
73.2,Advanced,24.36,Beginner,23.09,Beginner,58.77,Intermediate,84.71,Advanced,87.33,Advanced
76.67,Advanced,39.97,Intermediate,22.44,Beginner,26.16,Beginner,100,Advanced,56.7,Intermediate
55.91,Beginner,90.17,Advanced,44.14,Intermediate,82.51,Advanced,27.52,Beginner,25.95,Beginner
39.19,Intermediate,39.91,Intermediate,97.33,Advanced,21.7,Beginner,50.58,Intermediate,95.26,Advanced
81.33,Advanced,61.15,Advanced,49.15,Intermediate,41.2,Intermediate,66.37,Intermediate,20.4,Beginner
17.97,Beginner,7.23,Beginner,84.45,Advanced,22.19,Beginner,48.98,Intermediate,37.23,Intermediate
43.2,Beginner,53.4,Intermediate,20.92,Beginner,64.42,Advanced,39.52,Intermediate,34.19,Intermediate
32.03,Intermediate,40.57,Intermediate,85.07,Advanced,53.55,Intermediate,86.08,Advanced,61.98,Advanced
67.84,Advanced,69.95,Advanced,94.59,Advanced,65.16,Advanced,60.99,Advanced,32.46,Intermediate
61.07,Advanced,12.04,Beginner,90.06,Advanced,37.79,Intermediate,0,Beginner,64.28,Advanced
48.81,Intermediate,57.42,Intermediate,36.31,Intermediate,8.48,Beginner,71.87,Advanced,92.78,Advanced
74.54,Advanced,80.56,Advanced,55.29,Advanced,29.15,Beginner,72.59,Advanced,85.31,Advanced
83.63,Advanced,49.5,Intermediate,3.36,Beginner,21.27,Beginner,65.32,Advanced,42.79,Intermediate
7.54,Beginner,34.63,Intermediate,18.23,Beginner,66.71,Beginner,80.8,Advanced,93.1,Advanced
60.36,Advanced,41.51,Intermediate,15.61,Beginner,30.56,Intermediate,62.56,Advanced,100,Advanced
97.07,Advanced,83.24,Advanced,60.02,Advanced,63.17,Advanced,66.37,Advanced,43.13,Intermediate
100,Advanced,89.58,Advanced,79.41,Advanced,8.08,Advanced,34.45,Intermediate,59.38,Intermediate
60.8,Advanced,33.49,Intermediate,99.54,Advanced,23.69,Beginner,44.45,Intermediate,23.56,Beginner
29.4,Beginner,2.78,Beginner,50.91,Intermediate,61.16,Advanced,19.92,Beginner,12.96,Beginner
39.09,Intermediate,6.09,Beginner,10.31,Beginner,11.38,Beginner,62.01,Advanced,88.52,Advanced
73.31,Advanced,14.88,Advanced,77.68,Advanced,28.89,Beginner,46.64,Intermediate,100,Advanced
36.09,Intermediate,18.35,Beginner,67.55,Advanced,64.08,Advanced,26.11,Beginner,34.11,Intermediate
35.85,Intermediate,8.25,Intermediate,19.44,Beginner,37.7,Intermediate,32.67,Intermediate,17.25,Beginner
14.97,Beginner,80.88,Advanced,59.38,Intermediate,66.63,Advanced,21.72,Beginner,39.76,Intermediate
25.86,Beginner,33.27,Intermediate,39.9,Advanced,61.02,Advanced,33.52,Intermediate,38.84,Intermediate
63.81,Advanced,100,Advanced,92.4,Beginner,30.04,Intermediate,63.71,Advanced,86.43,Advanced
100,Advanced,26.95,Beginner,45.33,Intermediate,65.52,Advanced,23.55,Intermediate,43.66,Intermediate
88.56,Advanced,18.96,Beginner,15.46,Beginner,89.31,Advanced,31.11,Intermediate,36.57,Intermediate
5.45,Beginner,5.54,Beginner,29.53,Beginner,8.31,Beginner,21.29,Beginner,91.27,Advanced
5.45,Beginner,83.53,Advanced,56.02,Intermediate,39.73,Intermediate,43.45,Intermediate,24.46,Beginner
5.69,Beginner,13.5,Beginner,43.69,Intermediate,26.45,Beginner,55.63,Intermediate,72.71,Advanced
6.46,Beginner,38.69,Intermediate,25.51,Beginner,32.52,Intermediate,45.19,Intermediate,60.87,Advanced
91.59,Advanced,40.03,Intermediate,99.04,Advanced,86.34,Advanced,20.4,Beginner,73.5,Advanced
90.31,Advanced,4.74,Intermediate,81.94,Advanced,89.78,Advanced,11.2,Beginner,99.48,Beginner
58.37,Intermediate,29.92,Beginner,60.76,Advanced,63.71,Advanced,14.33,Advanced,57.41,Advanced
43.93,Intermediate,21.52,Beginner,38.98,Intermediate,16.72,Beginner,93.24,Advanced,51.31,Beginner
43.24,Intermediate,4.99,Beginner,81.59,Advanced,75.69,Advanced,26.2,Beginner,12.41,Beginner
40.1,Intermediate,67,Advanced,91.21,Advanced,90.71,Advanced,34.73,Intermediate,57.08,Intermediate
53.63,Intermediate,61.65,Advanced,87.97,Beginner,55.66,Intermediate,30.28,Intermediate,78.99,Advanced
51.3,Intermediate,64,Advanced,71.96,Advanced,80.68,Advanced,69.36,Advanced,87.87,Advanced
21.27,Beginner,79.92,Advanced,53.41,Intermediate,37.07,Intermediate,74.16,Advanced,48.32,Intermediate
74.21,Advanced,58.25,Intermediate,12.64,Beginner,62.25,Advanced,43.01,Advanced,63.15,Advanced
88,Advanced,30.76,Intermediate,29.89,Beginner,37.18,Intermediate,8.41,Beginner,66.34,Advanced
5.24,Advanced,59.17,Intermediate,93.01,Advanced,88.88,Advanced,67.77,Advanced,80.23,Advanced
79.11,Advanced,52.4,Intermediate,25.88,Beginner,64.95,Beginner,21.12,Beginner,52.24,Intermediate
87.58,Advanced,35.13,Intermediate,82.98,Advanced,80.23,Intermediate,37.04,Intermediate,79.54,Advanced
26.87,Beginner,40.55,Intermediate,72.5,Advanced,56.36,Intermediate,21.89,Beginner,25.71,Beginner
54.74,Intermediate,58.17,Intermediate,36.51,Advanced,14.99,Beginner,58.22,Intermediate,16.86,Beginner
48.76,Intermediate,32.93,Intermediate,93.64,Advanced,47.65,Intermediate,90.81,Advanced,14.09,Beginner
8.03,Beginner,55.87,Intermediate,61.59,Advanced,16.88,Beginner,64.25,Advanced,36.72,Intermediate
69.2,Advanced,22,Beginner,46.91,Intermediate,32.13,Intermediate,8.9,Beginner,77.62,Beginner
21.04,Beginner,23.49,Beginner,5.86,Beginner,25.73,Beginner,64.07,Advanced,34.95,Intermediate
63.43,Advanced,19.76,Beginner,66.9,Advanced,70.6,Advanced,32.02,Intermediate,79.46,Advanced
41.17,Intermediate,30.57,Intermediate,28.87,Beginner,64.37,Advanced,62.26,Advanced,23.72,Beginner
93.52,Advanced,60.7,Advanced,15.82,Beginner,69.22,Advanced,33.49,Intermediate,19.66,Beginner
12.6,Beginner,60.54,Advanced,16.01,Beginner,23.41,Beginner,5.2,Beginner,7.31,Beginner
29.49,Beginner,37.84,Intermediate,21.47,Beginner,30.12,Intermediate,38.81,Intermediate,31.54,Intermediate
30.91,Intermediate,57.75,Intermediate,0.9,Beginner,45.04,Intermediate,31.04,Intermediate,7.54,Beginner
10.01,Beginner,100,Advanced,68.93,Advanced,30.13,Intermediate,32.25,Intermediate,75.28,Advanced
23.88,Beginner,16.7,Beginner,60.26,Advanced,75.53,Advanced,38.05,Beginner,20.74,Beginner
48.73,Intermediate,25.02,Beginner,62.04,Advanced,63.04,Advanced,62.86,Advanced,86.25,Advanced
96.67,Advanced,85.43,Advanced,48.32,Intermediate,11.61,Intermediate,16.43,Advanced,45.23,Intermediate
39.26,Intermediate,25.52,Beginner,19.69,Beginner,51.7,Intermediate,70.29,Advanced,24.37,Beginner
14.63,Beginner,84.48,Beginner,25.1,Beginner,22.24,Advanced,82,Advanced,78.53,Advanced
45.08,Intermediate,24.96,Beginner,72.9,Advanced,23.08,Beginner,74.04,Advanced,48.74,Intermediate
36.21,Intermediate,16.63,Beginner,70.96,Advanced,86.46,Advanced,68.84,Advanced,20.09,Beginner
84.15,Advanced,21,Beginner,6.16,Beginner,77.69,Advanced,60.56,Advanced,63.08,Advanced
60.45,Advanced,59.27,Intermediate,46.16,Intermediate,20.32,Beginner,67.1,Advanced,72.26,Advanced
57.02,Intermediate,29.03,Advanced,36.03,Intermediate,72.73,Advanced,29.05,Beginner,27.46,Beginner
50.98,Intermediate,32.53,Intermediate,53.96,Intermediate,33.58,Intermediate,60.11,Advanced,15.25,Beginner
29.68,Beginner,30.64,Intermediate,100,Advanced,75.64,Advanced,89.7,Advanced,15.82,Beginner
53.88,Intermediate,34.48,Intermediate,60.86,Advanced,45.25,Intermediate,53.36,Intermediate,26.12,Beginner
44.98,Intermediate,46.34,Intermediate,69.43,Advanced,2.44,Beginner,55.46,Intermediate,72.75,Advanced
31.68,Intermediate,9.28,Beginner,54.9,Intermediate,9.29,Beginner,24.01,Beginner,55.35,Intermediate
91.73,Advanced,14.17,Intermediate,76.51,Advanced,61.52,Advanced,63.49,Advanced,36.4,Intermediate
27.64,Beginner,70.81,Advanced,68.02,Advanced,13.26,Beginner,59.78,Intermediate,54,Intermediate
89.65,Advanced,64.02,Advanced,97.78,Advanced,60.92,Advanced,84.47,Advanced,64.95,Advanced
28.81,Beginner,71.25,Advanced,16.87,Beginner,76.14,Advanced,46.01,Intermediate,32.39,Intermediate
48.12,Intermediate,59.64,Intermediate,27.84,Beginner,46.92,Intermediate,23.23,Beginner,0,Beginner
6.23,Beginner,20.08,Beginner,79.88,Advanced,54.11,Intermediate,20.73,Beginner,16,Beginner
34.13,Intermediate,64.03,Advanced,53,Intermediate,67.17,Advanced,31.45,Intermediate,60.94,Advanced
11.9,Intermediate,93.36,Advanced,16.39,Beginner,21,Beginner,76.69,Advanced,75.78,Advanced
13.71,Beginner,82.51,Advanced,29.29,Beginner,23.6,Beginner,61.74,Advanced,16.02,Beginner
8.41,Beginner,99.55,Advanced,100,Advanced,11.93,Beginner,35.83,Intermediate,11.03,Beginner
18.35,Beginner,95.42,Advanced,25.92,Beginner,13.86,Beginner,82.39,Advanced,64.53,Advanced
53.8,Intermediate,57.49,Intermediate,13.1,Beginner,81.67,Advanced,84.55,Advanced,34.11,Intermediate
7.13,Beginner,44.83,Intermediate,36.01,Intermediate,4.34,Advanced,28.46,Beginner,45.37,Intermediate
80.57,Advanced,63.99,Advanced,48.45,Intermediate,8.03,Beginner,9.26,Beginner,63.92,Advanced
14.81,Beginner,54.17,Intermediate,55.46,Intermediate,66.99,Advanced,51.24,Intermediate,41.21,Intermediate
50.65,Intermediate,70.3,Advanced,61.61,Advanced,52.22,Intermediate,61.17,Advanced,58.69,Intermediate
88.01,Advanced,89.05,Advanced,25.51,Beginner,65.79,Advanced,40.89,Intermediate,30.83,Intermediate
8.05,Beginner,100,Advanced,13.39,Beginner,56.66,Intermediate,21.01,Beginner,10.22,Beginner
68.76,Beginner,15.02,Beginner,10.1,Beginner,32.99,Intermediate,20.66,Beginner,6.13,Beginner
59.66,Intermediate,48.43,Intermediate,83.36,Advanced,67.92,Advanced,26.11,Beginner,52.3,Intermediate
54.22,Intermediate,33.64,Intermediate,10.87,Beginner,1.64,Beginner,59.28,Intermediate,14.85,Beginner
36.94,Intermediate,18.37,Beginner,28.72,Beginner,51.65,Intermediate,72.19,Advanced,4.77,Beginner
96.95,Advanced,60.5,Advanced,59.34,Intermediate,86.66,Advanced,58.16,Intermediate,56.03,Intermediate
22.24,Beginner,29.01,Beginner,22.55,Beginner,29.93,Beginner,3.34,Beginner,44.09,Intermediate
45.28,Intermediate,15.22,Beginner,8.57,Beginner,12.47,Advanced,61.52,Advanced,91.37,Advanced
28.95,Beginner,3.94,Beginner,87.87,Advanced,75.92,Advanced,21.05,Beginner,36.83,Intermediate
59.16,Intermediate,2.49,Beginner,6.86,Intermediate,27.55,Beginner,80.74,Advanced,26.75,Beginner
74.76,Advanced,42.66,Intermediate,31.58,Intermediate,8.6,Beginner,16.32,Beginner,27.84,Beginner
64.37,Advanced,51.17,Intermediate,15.08,Beginner,35.4,Intermediate,24.96,Beginner,42.34,Intermediate
37.15,Intermediate,59.12,Intermediate,74.11,Advanced,6.57,Beginner,100,Advanced,53.52,Intermediate
12.2,Beginner,55.33,Intermediate,81.15,Advanced,68.55,Advanced,100,Advanced,59.07,Intermediate
65.15,Advanced,37.77,Intermediate,40.42,Intermediate,59.49,Intermediate,34.8,Intermediate,28.27,Beginner
44.38,Intermediate,62.21,Advanced,28.17,Beginner,64.18,Beginner,70,Advanced,11.55,Beginner
92.52,Advanced,46.29,Intermediate,14.63,Beginner,69.84,Intermediate,78.59,Beginner,81.87,Advanced
10.27,Beginner,46.06,Intermediate,15.32,Beginner,62.33,Advanced,88.92,Advanced,53.24,Intermediate
41.48,Beginner,13.58,Beginner,14.03,Beginner,10.77,Beginner,60.7,Advanced,60.39,Advanced
47.42,Intermediate,55.75,Intermediate,99.33,Advanced,57.3,Intermediate,91.21,Beginner,23.43,Intermediate
67.4,Beginner,53.4,Intermediate,61.74,Advanced,21.84,Beginner,20.42,Beginner,60.99,Advanced
15.21,Beginner,25.82,Beginner,41.06,Beginner,40.62,Intermediate,54.63,Intermediate,80.87,Advanced
46.6,Intermediate,69.23,Advanced,47.57,Intermediate,57.76,Intermediate,26.87,Beginner,90.92,Advanced
53.09,Intermediate,88.28,Advanced,36.79,Intermediate,58.73,Intermediate,12.11,Beginner,38.4,Intermediate
15.71,Beginner,49.19,Intermediate,90.17,Advanced,62.04,Advanced,56.69,Intermediate,75.26,Advanced
27.16,Beginner,58.8,Intermediate,93.99,Advanced,69.36,Advanced,20.03,Beginner,100,Advanced
91.1,Advanced,8.57,Beginner,64.02,Advanced,8.23,Beginner,94.34,Advanced,53.85,Intermediate
96.61,Advanced,12.95,Beginner,76.94,Advanced,51.07,Intermediate,95.05,Advanced,26.6,Beginner
66.32,Advanced,37.62,Intermediate,37.62,Intermediate,76.58,Advanced,32.05,Intermediate,81.75,Advanced
9.34,Beginner,20.3,Intermediate,6.17,Beginner,48.88,Intermediate,72.17,Advanced,59.8,Intermediate
11.98,Beginner,100,Advanced,67.54,Advanced,16.99,Beginner,10.87,Beginner,74.43,Advanced
56.26,Intermediate,10.09,Advanced,60.36,Advanced,45.61,Intermediate,4.04,Beginner,83.84,Advanced
30.78,Intermediate,31.74,Intermediate,34.37,Intermediate,9.25,Beginner,64.54,Advanced,8.58,Beginner
63.98,Advanced,35.02,Intermediate,83.55,Advanced,100,Advanced,88.18,Advanced,59.14,Intermediate
24.04,Beginner,49.65,Intermediate,20.58,Beginner,27.33,Beginner,13.23,Beginner,33.92,Intermediate
81.29,Advanced,44.04,Intermediate,20.78,Beginner,98.65,Advanced,19.64,Beginner,58.45,Intermediate
45.67,Intermediate,58.23,Intermediate,62.21,Advanced,38.47,Intermediate,78.51,Advanced,65.69,Advanced
26.74,Beginner,25.9,Beginner,60.42,Advanced,6.95,Beginner,85.38,Advanced,87.81,Advanced
52.71,Intermediate,62.15,Advanced,55.04,Intermediate,61.69,Advanced,8.13,Beginner,54.7,Intermediate
71.6,Advanced,8.27,Beginner,82.49,Advanced,17.28,Beginner,70.74,Advanced,19.47,Beginner
31.98,Intermediate,80.25,Advanced,31.51,Intermediate,21.61,Beginner,50.4,Intermediate,29.65,Beginner
100,Advanced,55.66,Intermediate,67.95,Advanced,22.46,Beginner,26.32,Beginner,38.11,Intermediate
38.8,Intermediate,72.55,Advanced,11.37,Beginner,44.11,Intermediate,98.12,Advanced,87.34,Advanced
95.71,Advanced,58.61,Intermediate,54.05,Intermediate,50.65,Intermediate,34.55,Intermediate,82.68,Advanced
30.21,Intermediate,13.64,Beginner,20.36,Beginner,60.49,Advanced,0,Beginner,92.2,Advanced
60.45,Advanced,73.1,Advanced,11.86,Beginner,34.35,Intermediate,15.73,Beginner,65.05,Advanced
17.19,Beginner,27.12,Beginner,41.54,Intermediate,65.93,Advanced,3.25,Beginner,100,Advanced
31.45,Intermediate,72.12,Advanced,25.58,Beginner,30.66,Intermediate,96.25,Advanced,90.24,Advanced
62.84,Beginner,70.14,Advanced,72.9,Advanced,98.87,Advanced,27.97,Beginner,6.75,Beginner
42.51,Intermediate,84.11,Advanced,31.98,Intermediate,10.3,Beginner,28.96,Beginner,68.57,Advanced
61.94,Advanced,34.41,Intermediate,12.79,Beginner,53.5,Intermediate,30.4,Intermediate,23.18,Beginner
10.18,Beginner,31.66,Intermediate,36.4,Intermediate,13.29,Beginner,84.79,Advanced,14.43,Beginner
12.6,Beginner,76.03,Advanced,54.17,Intermediate,24.41,Beginner,39.17,Intermediate,39.06,Intermediate
76.46,Advanced,16.29,Beginner,56.64,Intermediate,31.56,Intermediate,27.69,Beginner,54.34,Intermediate
62.24,Advanced,36.16,Intermediate,44.15,Intermediate,45.1,Intermediate,73.45,Advanced,12.24,Beginner
53.91,Intermediate,78.23,Advanced,67.12,Advanced,19.89,Beginner,55.32,Intermediate,97.49,Advanced
45.05,Intermediate,16.81,Beginner,21.31,Beginner,83.27,Advanced,14.78,Beginner,36.76,Intermediate
30.09,Intermediate,86.75,Advanced,4.55,Beginner,33.68,Intermediate,71.04,Advanced,96.28,Intermediate
93.37,Advanced,84.38,Advanced,34.93,Intermediate,34.47,Intermediate,37.96,Advanced,43.08,Intermediate
